rouge1_precision_mean,rouge1_precision_median,rouge1_precision_std,rouge1_precision_min,rouge1_precision_max,rouge1_precision_q25,rouge1_precision_q75,rouge1_recall_mean,rouge1_recall_median,rouge1_recall_std,rouge1_recall_min,rouge1_recall_max,rouge1_recall_q25,rouge1_recall_q75,rouge1_fmeasure_mean,rouge1_fmeasure_median,rouge1_fmeasure_std,rouge1_fmeasure_min,rouge1_fmeasure_max,rouge1_fmeasure_q25,rouge1_fmeasure_q75,rouge2_precision_mean,rouge2_precision_median,rouge2_precision_std,rouge2_precision_min,rouge2_precision_max,rouge2_precision_q25,rouge2_precision_q75,rouge2_recall_mean,rouge2_recall_median,rouge2_recall_std,rouge2_recall_min,rouge2_recall_max,rouge2_recall_q25,rouge2_recall_q75,rouge2_fmeasure_mean,rouge2_fmeasure_median,rouge2_fmeasure_std,rouge2_fmeasure_min,rouge2_fmeasure_max,rouge2_fmeasure_q25,rouge2_fmeasure_q75,rougeL_precision_mean,rougeL_precision_median,rougeL_precision_std,rougeL_precision_min,rougeL_precision_max,rougeL_precision_q25,rougeL_precision_q75,rougeL_recall_mean,rougeL_recall_median,rougeL_recall_std,rougeL_recall_min,rougeL_recall_max,rougeL_recall_q25,rougeL_recall_q75,rougeL_fmeasure_mean,rougeL_fmeasure_median,rougeL_fmeasure_std,rougeL_fmeasure_min,rougeL_fmeasure_max,rougeL_fmeasure_q25,rougeL_fmeasure_q75,bertscore_precision_mean,bertscore_precision_median,bertscore_precision_std,bertscore_precision_min,bertscore_precision_max,bertscore_precision_q25,bertscore_precision_q75,bertscore_recall_mean,bertscore_recall_median,bertscore_recall_std,bertscore_recall_min,bertscore_recall_max,bertscore_recall_q25,bertscore_recall_q75,bertscore_f1_mean,bertscore_f1_median,bertscore_f1_std,bertscore_f1_min,bertscore_f1_max,bertscore_f1_q25,bertscore_f1_q75
0.3304862547625918,0.33094772838299946,0.0866676769520016,0.11764705882352941,0.5857142857142857,0.26690871369294605,0.3911730590782555,0.5374220794477621,0.5393280493792523,0.09062436504297332,0.09770114942528736,0.7777777777777778,0.4841073362657766,0.6,0.39881190498180646,0.40363964517794304,0.07155223600654571,0.13934426229508196,0.5752066115702479,0.3547429494712103,0.4500634517766498,0.0962937464587003,0.09041447944007,0.04105349256657484,0.0,0.2357142857142857,0.06732573137128452,0.1197310122751374,0.15965630911755274,0.15384615384615385,0.06538625984618368,0.0,0.4267515923566879,0.11291502172739924,0.19400882292941657,0.1171491274244419,0.11390479599141017,0.04601206165940422,0.0,0.2790091264667536,0.08436839323467231,0.14193778971537496,0.15064581762731816,0.14644351464435146,0.041217078865906656,0.06645569620253164,0.30952380952380953,0.12144596639752936,0.17400923432089266,0.24820532827634012,0.24373913043478262,0.05865115746856309,0.04597701149425287,0.4731182795698925,0.20590989204670632,0.2836505702858836,0.182512084776746,0.17946639150943397,0.037887310271036576,0.06557377049180328,0.3433029908972692,0.15654867855899082,0.20358933594227713,0.6005601262950514,0.6026352643966675,0.041045230622022005,0.46344947814941406,0.7118445634841919,0.5770500600337982,0.6290653645992279,0.6397872905295536,0.6405557692050934,0.04412268207923769,0.45802950859069824,0.7574113011360168,0.6124710142612457,0.6679661273956299,0.6190224818915249,0.6209587752819061,0.03853610524178036,0.4706805348396301,0.7195714116096497,0.5966816395521164,0.6444829106330872
