config_name,rouge1_mean,rouge1_median,rouge1_std,rouge1_min,rouge1_max,rouge2_mean,rouge2_median,rouge2_std,rouge2_min,rouge2_max,rougel_mean,rougel_median,rougel_std,rougel_min,rougel_max,bertscore_mean,bertscore_median,bertscore_std,bertscore_min,bertscore_max
full,0.38392602740208803,0.3898199527928803,0.07816257719823816,0.16597510373443983,0.5871559633027523,0.11920373182672242,0.10968302826664161,0.050443845084602985,0.0,0.3223684210526316,0.17750634630358533,0.17156929570780127,0.04160262590753538,0.07659574468085106,0.3557312252964427,0.19734552148757614,0.20222117751836777,0.09157703246905619,-0.08453760296106339,0.46674248576164246
