config_name,rouge1_mean,rouge1_median,rouge1_std,rouge1_min,rouge1_max,rouge2_mean,rouge2_median,rouge2_std,rouge2_min,rouge2_max,rougel_mean,rougel_median,rougel_std,rougel_min,rougel_max,bertscore_mean,bertscore_median,bertscore_std,bertscore_min,bertscore_max
no_nli,0.38345704241284656,0.3862837321418073,0.07807587698488626,0.16607773851590102,0.6681222707423582,0.11909192402896049,0.11066970244170525,0.05099340203099928,0.0,0.46929824561403505,0.17791039633723066,0.17170485683650372,0.04498923683615775,0.08146639511201631,0.5633187772925764,0.1993037019108224,0.20777292549610138,0.09108151242219321,-0.06867119669914246,0.5166093111038208
