config_name,rouge1_mean,rouge1_median,rouge1_std,rouge1_min,rouge1_max,rouge2_mean,rouge2_median,rouge2_std,rouge2_min,rouge2_max,rougel_mean,rougel_median,rougel_std,rougel_min,rougel_max,bertscore_mean,bertscore_median,bertscore_std,bertscore_min,bertscore_max
base,0.39881190498180646,0.40363964517794304,0.07155223600654571,0.13934426229508196,0.5752066115702479,0.1171491274244419,0.11390479599141017,0.04601206165940422,0.0,0.2790091264667536,0.182512084776746,0.17946639150943397,0.037887310271036576,0.06557377049180328,0.3433029908972692,0.21444829389653738,0.218440979719162,0.07945902063323387,-0.09142343699932098,0.4217737317085266
