config_name,rouge1_mean,rouge1_median,rouge1_std,rouge1_min,rouge1_max,rouge2_mean,rouge2_median,rouge2_std,rouge2_min,rouge2_max,rougel_mean,rougel_median,rougel_std,rougel_min,rougel_max,bertscore_mean,bertscore_median,bertscore_std,bertscore_min,bertscore_max
no_entity,0.39638594822239576,0.4015820609494448,0.07118744636735067,0.12605042016806722,0.5779334500875657,0.11334058809333081,0.1086919479732672,0.04472152487881974,0.0,0.2812089356110381,0.18127449389730116,0.17743280983642234,0.037203742357539614,0.0588235294117647,0.346002621231979,0.21099228957662336,0.21451128274202347,0.07898207771065346,-0.08924335986375809,0.4228712320327759
