config_name,bertscore_precision_mean,bertscore_precision_median,bertscore_precision_std,bertscore_precision_min,bertscore_precision_max,bertscore_recall_mean,bertscore_recall_median,bertscore_recall_std,bertscore_recall_min,bertscore_recall_max,bertscore_f1_mean,bertscore_f1_median,bertscore_f1_std,bertscore_f1_min,bertscore_f1_max,method
no_nli,0.5851064752862156,0.5874223113059998,0.04870303266568491,0.43163901567459106,0.7724734544754028,0.6420752410309382,0.6443386971950531,0.046535309229047986,0.47086071968078613,0.7859954833984375,0.6116776578277948,0.6157850623130798,0.04417277621991024,0.48171499371528625,0.7655647993087769,BERTScore-deberta-xlarge-mnli
