id,rouge1,rouge2,rougel,bertscore
0,0.4280350438047559,0.15809284818067756,0.21777221526908636,0.23861506581306458
1,0.4890282131661442,0.1509433962264151,0.18495297805642633,0.2574104368686676
2,0.4112903225806452,0.12129380053908356,0.15591397849462368,0.1544339954853058
3,0.4584382871536524,0.11616161616161616,0.14861460957178843,0.22117626667022705
4,0.4520123839009288,0.16149068322981366,0.21671826625386997,0.3126993179321289
5,0.36982968369829683,0.1271393643031785,0.22384428223844283,0.27427542209625244
6,0.327683615819209,0.05671077504725898,0.13935969868173256,0.10666286200284958
7,0.3656509695290858,0.10277777777777777,0.16066481994459833,0.21649779379367828
8,0.33431085043988273,0.06470588235294117,0.14956011730205276,0.18943412601947784
9,0.42986425339366513,0.10909090909090909,0.17194570135746606,0.21088871359825134
10,0.31448763250883394,0.09574468085106383,0.1696113074204947,0.1860164850950241
11,0.41450777202072536,0.0901213171577123,0.17271157167530224,0.16091063618659973
12,0.3974842767295597,0.13619167717528374,0.15849056603773584,0.15778784453868866
13,0.3767313019390581,0.06685236768802229,0.14958448753462605,0.11828192323446274
14,0.36789297658862874,0.12751677852348994,0.1705685618729097,0.212212473154068
15,0.49433962264150944,0.1287878787878788,0.19245283018867926,0.3115398585796356
16,0.5212355212355213,0.18992248062015504,0.22007722007722008,0.22814561426639557
17,0.39089184060721066,0.08761904761904762,0.16698292220113853,0.2012208253145218
18,0.3735294117647059,0.10619469026548674,0.2,0.21743613481521606
19,0.35182679296346414,0.10040705563093623,0.14073071718538566,0.18282204866409302
20,0.3519163763066202,0.08041958041958042,0.14285714285714288,0.16219457983970642
21,0.2673611111111111,0.013937282229965159,0.11805555555555558,-0.08924335986375809
22,0.37437185929648237,0.10327455919395465,0.1457286432160804,0.138213649392128
23,0.4791386271870795,0.13225371120107962,0.18034993270524896,0.25516197085380554
24,0.36193029490616624,0.06989247311827956,0.15281501340482576,0.14423935115337372
25,0.4521531100478469,0.11510791366906475,0.1722488038277512,0.11832518130540848
26,0.40152477763659467,0.089171974522293,0.1473951715374841,0.1688157618045807
27,0.36283185840707965,0.12,0.18141592920353983,0.18974371254444122
28,0.42972536348949925,0.13614262560777957,0.15508885298869146,0.17979106307029724
29,0.15853658536585366,0.006116207951070336,0.09146341463414634,-0.05719427019357681
30,0.41245136186770426,0.14062499999999997,0.22957198443579765,0.26929977536201477
31,0.3615160349854228,0.08187134502923978,0.1690962099125364,0.10679595917463303
32,0.28273809523809523,0.08059701492537313,0.1220238095238095,0.0786796435713768
33,0.35564853556485354,0.09243697478991596,0.18410041841004185,0.2525193393230438
34,0.21789883268482493,0.03515625,0.12451361867704282,0.004308664705604315
35,0.38047138047138046,0.16216216216216217,0.20875420875420878,0.27095216512680054
36,0.4460431654676259,0.1493975903614458,0.22541966426858512,0.3208528161048889
37,0.3483870967741936,0.045307443365695796,0.16774193548387098,0.18135829269886017
38,0.44919786096256686,0.08228980322003578,0.17825311942959,0.248777374625206
39,0.3304042179261863,0.0599647266313933,0.1546572934973638,0.18307805061340332
40,0.4378881987577639,0.11838006230529595,0.17701863354037267,0.20177707076072693
41,0.41099855282199704,0.11901306240928883,0.17076700434153402,0.1569535881280899
42,0.42772277227722777,0.09145129224652086,0.17425742574257427,0.21139556169509888
43,0.461734693877551,0.11764705882352941,0.18877551020408165,0.16814593970775604
44,0.4210526315789474,0.08858603066439522,0.18336162988115448,0.23890142142772675
45,0.415748031496063,0.16113744075829384,0.19212598425196853,0.31427356600761414
46,0.4576271186440678,0.10638297872340427,0.1906779661016949,0.19932040572166443
48,0.4166666666666666,0.10756972111553784,0.19047619047619047,0.23055005073547363
49,0.3733333333333333,0.1137123745819398,0.18333333333333335,0.2514743208885193
50,0.3521739130434782,0.10917030567685589,0.1782608695652174,0.2286105453968048
51,0.4592274678111588,0.1982758620689655,0.26609442060085836,0.3461770713329315
52,0.4101796407185629,0.13213213213213212,0.19161676646706585,0.25640252232551575
53,0.282051282051282,0.07717041800643086,0.15705128205128205,0.16297058761119843
54,0.47058823529411764,0.18086500655307994,0.1830065359477124,0.31149131059646606
55,0.41081081081081083,0.10488245931283904,0.16216216216216214,0.232516348361969
56,0.33186490455212925,0.08541973490427099,0.15565345080763582,0.17631517350673676
57,0.232183908045977,0.0576036866359447,0.11954022988505747,0.025407085195183754
58,0.4033898305084746,0.08503401360544217,0.1864406779661017,0.20876473188400269
59,0.3967479674796748,0.13376835236541598,0.1983739837398374,0.19193369150161743
