id,bertscore_precision,bertscore_recall,bertscore_f1,method
0,0.616540253162384,0.6562298536300659,0.6357662081718445,BERTScore-deberta-xlarge-mnli
1,0.5965238809585571,0.654752790927887,0.6242834329605103,BERTScore-deberta-xlarge-mnli
2,0.5670187473297119,0.6145404577255249,0.5898239612579346,BERTScore-deberta-xlarge-mnli
3,0.5470578670501709,0.6075778007507324,0.5757317543029785,BERTScore-deberta-xlarge-mnli
4,0.628699779510498,0.6677203178405762,0.6476227641105652,BERTScore-deberta-xlarge-mnli
5,0.5781296491622925,0.6886048316955566,0.6285498142242432,BERTScore-deberta-xlarge-mnli
6,0.5569738745689392,0.5880489349365234,0.572089672088623,BERTScore-deberta-xlarge-mnli
7,0.6037976145744324,0.6555963754653931,0.6286317706108093,BERTScore-deberta-xlarge-mnli
8,0.5970581769943237,0.661076545715332,0.6274386048316956,BERTScore-deberta-xlarge-mnli
9,0.5959397554397583,0.6385430097579956,0.6165062189102173,BERTScore-deberta-xlarge-mnli
10,0.5765990018844604,0.6550770998001099,0.6133378744125366,BERTScore-deberta-xlarge-mnli
11,0.5873783826828003,0.5984925031661987,0.5928833484649658,BERTScore-deberta-xlarge-mnli
12,0.5706439018249512,0.6282479763031006,0.5980620384216309,BERTScore-deberta-xlarge-mnli
13,0.5313131809234619,0.5781782865524292,0.5537559390068054,BERTScore-deberta-xlarge-mnli
14,0.5897665023803711,0.6580384969711304,0.6220347881317139,BERTScore-deberta-xlarge-mnli
15,0.6608926057815552,0.6799076795578003,0.6702653169631958,BERTScore-deberta-xlarge-mnli
16,0.6083348989486694,0.6157275438308716,0.6120088696479797,BERTScore-deberta-xlarge-mnli
17,0.5927666425704956,0.6486596465110779,0.6194549798965454,BERTScore-deberta-xlarge-mnli
18,0.5671080946922302,0.6293373703956604,0.5966044068336487,BERTScore-deberta-xlarge-mnli
19,0.5243817567825317,0.6098435521125793,0.5638929605484009,BERTScore-deberta-xlarge-mnli
20,0.5888451337814331,0.6106757521629333,0.5995618104934692,BERTScore-deberta-xlarge-mnli
21,0.49185317754745483,0.4719862639904022,0.48171499371528625,BERTScore-deberta-xlarge-mnli
22,0.5634709596633911,0.6040052175521851,0.5830343961715698,BERTScore-deberta-xlarge-mnli
23,0.5846155285835266,0.6348280310630798,0.6086879968643188,BERTScore-deberta-xlarge-mnli
24,0.5621042847633362,0.5950307250022888,0.5780990123748779,BERTScore-deberta-xlarge-mnli
25,0.585135817527771,0.5957877039909363,0.5904137492179871,BERTScore-deberta-xlarge-mnli
26,0.5992519855499268,0.6188406944274902,0.6088888049125671,BERTScore-deberta-xlarge-mnli
27,0.6166315078735352,0.6841944456100464,0.6486584544181824,BERTScore-deberta-xlarge-mnli
