config_name,bertscore_precision_mean,bertscore_precision_median,bertscore_precision_std,bertscore_precision_min,bertscore_precision_max,bertscore_recall_mean,bertscore_recall_median,bertscore_recall_std,bertscore_recall_min,bertscore_recall_max,bertscore_f1_mean,bertscore_f1_median,bertscore_f1_std,bertscore_f1_min,bertscore_f1_max,method
no_entity,0.6004962772729406,0.601884663105011,0.041668660876789464,0.4623661935329437,0.7129711508750916,0.636351738768409,0.636271595954895,0.04339544112179343,0.45694446563720703,0.7574113011360168,0.6173463959291757,0.6190529763698578,0.038304783787234044,0.4717378616333008,0.7201036214828491,BERTScore-deberta-xlarge-mnli
