config_name,bertscore_precision_mean,bertscore_precision_median,bertscore_precision_std,bertscore_precision_min,bertscore_precision_max,bertscore_recall_mean,bertscore_recall_median,bertscore_recall_std,bertscore_recall_min,bertscore_recall_max,bertscore_f1_mean,bertscore_f1_median,bertscore_f1_std,bertscore_f1_min,bertscore_f1_max,method
base,0.6005601296463166,0.6026352941989899,0.04104523166621888,0.46344947814941406,0.7118445634841919,0.6397872989077166,0.6405557096004486,0.04412268635779336,0.45802953839302063,0.7574113011360168,0.6190224867987345,0.6209588646888733,0.03853610518600588,0.4706805646419525,0.7195714116096497,BERTScore-deberta-xlarge-mnli
