config_name,bertscore_precision_mean,bertscore_precision_median,bertscore_precision_std,bertscore_precision_min,bertscore_precision_max,bertscore_recall_mean,bertscore_recall_median,bertscore_recall_std,bertscore_recall_min,bertscore_recall_max,bertscore_f1_mean,bertscore_f1_median,bertscore_f1_std,bertscore_f1_min,bertscore_f1_max,method
full,0.5848921148413156,0.5874630510807037,0.04810225058360205,0.4343571662902832,0.7157648801803589,0.6401672907263399,0.6441569924354553,0.04740204882566507,0.4611954391002655,0.7864782810211182,0.6107279770824325,0.6130924820899963,0.04441310255388474,0.4740200936794281,0.7413803339004517,BERTScore-deberta-xlarge-mnli
