id,rouge1,rouge2,rougel,bertscore_precision,bertscore_recall,bertscore_f1,method
139,0.334855403348554,0.06412213740458016,0.15220700152207,0.5666463375091553,0.5536432862281799,0.5600693821907043,BERTScore-deberta-xlarge-mnli
140,0.30048780487804877,0.10557184750733137,0.14439024390243904,0.4986298680305481,0.6126962304115295,0.5498091578483582,BERTScore-deberta-xlarge-mnli
141,0.4065040650406504,0.11419249592169659,0.16585365853658535,0.582322359085083,0.6119389533996582,0.5967634320259094,BERTScore-deberta-xlarge-mnli
142,0.38427947598253276,0.08333333333333333,0.16593886462882096,0.587334394454956,0.6977052092552185,0.637779951095581,BERTScore-deberta-xlarge-mnli
143,0.2878625134264232,0.07319698600645856,0.13533834586466165,0.5043617486953735,0.5754654407501221,0.5375726222991943,BERTScore-deberta-xlarge-mnli
144,0.44074074074074077,0.19702602230483274,0.21111111111111114,0.606268048286438,0.6505745649337769,0.6276403665542603,BERTScore-deberta-xlarge-mnli
145,0.4121071012805588,0.11435239206534423,0.16065192083818397,0.5806516408920288,0.6263259649276733,0.6026245951652527,BERTScore-deberta-xlarge-mnli
146,0.48092868988391374,0.17970049916805325,0.21558872305140958,0.6360004544258118,0.6627709865570068,0.6491098403930664,BERTScore-deberta-xlarge-mnli
147,0.4391080617495712,0.11359724612736662,0.2058319039451115,0.6478838920593262,0.6325191855430603,0.6401093006134033,BERTScore-deberta-xlarge-mnli
148,0.29827915869980876,0.07471264367816093,0.13575525812619504,0.5008459091186523,0.5864382386207581,0.540273129940033,BERTScore-deberta-xlarge-mnli
149,0.5301914580265096,0.22156573116691286,0.27393225331369664,0.6746202707290649,0.7408652305603027,0.7061926126480103,BERTScore-deberta-xlarge-mnli
150,0.5055762081784386,0.20895522388059704,0.2676579925650558,0.653700590133667,0.6827586889266968,0.6679137349128723,BERTScore-deberta-xlarge-mnli
151,0.39839572192513373,0.1126005361930295,0.18983957219251335,0.6094263195991516,0.6057018041610718,0.6075583100318909,BERTScore-deberta-xlarge-mnli
152,0.4199655765920826,0.1243523316062176,0.18932874354561102,0.601840615272522,0.6894616484642029,0.6426783800125122,BERTScore-deberta-xlarge-mnli
153,0.31812577065351416,0.069221260815822,0.1282367447595561,0.5552790760993958,0.6540675163269043,0.6006384491920471,BERTScore-deberta-xlarge-mnli
154,0.3627906976744187,0.11214953271028037,0.19534883720930235,0.602873682975769,0.6864596605300903,0.6419572830200195,BERTScore-deberta-xlarge-mnli
155,0.4579025110782866,0.2222222222222222,0.2895125553914327,0.633211612701416,0.6759778261184692,0.6538962125778198,BERTScore-deberta-xlarge-mnli
156,0.4416315049226442,0.15232722143864597,0.21659634317862164,0.6336687803268433,0.6552437543869019,0.6442756652832031,BERTScore-deberta-xlarge-mnli
157,0.44213263979193757,0.11994784876140809,0.16905071521456436,0.6069667935371399,0.6423335075378418,0.6241495609283447,BERTScore-deberta-xlarge-mnli
158,0.4749034749034749,0.11627906976744186,0.19691119691119693,0.6575036644935608,0.672123372554779,0.6647331714630127,BERTScore-deberta-xlarge-mnli
159,0.31128404669260706,0.08984375,0.15953307392996108,0.5835050940513611,0.7027955055236816,0.6376188397407532,BERTScore-deberta-xlarge-mnli
160,0.4657534246575342,0.137524557956778,0.187866927592955,0.5966102480888367,0.6251214742660522,0.6105332374572754,BERTScore-deberta-xlarge-mnli
161,0.34101382488479265,0.06697459584295612,0.14746543778801846,0.503541886806488,0.5506588220596313,0.5260474681854248,BERTScore-deberta-xlarge-mnli
162,0.4448462929475588,0.19237749546279492,0.1844484629294756,0.5915910601615906,0.6730751991271973,0.6297080516815186,BERTScore-deberta-xlarge-mnli
163,0.4472049689440994,0.1643835616438356,0.20869565217391306,0.6389630436897278,0.6550629734992981,0.6469128727912903,BERTScore-deberta-xlarge-mnli
164,0.2199052132701422,0.04748338081671414,0.12322274881516589,0.4741005301475525,0.5386778116226196,0.5043303966522217,BERTScore-deberta-xlarge-mnli
165,0.37816245006657784,0.09078771695594126,0.16245006657789612,0.5697712898254395,0.6280126571655273,0.5974760055541992,BERTScore-deberta-xlarge-mnli
166,0.41369047619047616,0.1044776119402985,0.17857142857142858,0.6038766503334045,0.6540507078170776,0.6279630064964294,BERTScore-deberta-xlarge-mnli
167,0.3633633633633634,0.0572289156626506,0.14114114114114112,0.5821021199226379,0.5908411741256714,0.5864390134811401,BERTScore-deberta-xlarge-mnli
168,0.42638036809815955,0.14153846153846156,0.18404907975460125,0.6369907855987549,0.6680306196212769,0.6521415710449219,BERTScore-deberta-xlarge-mnli
169,0.3888888888888889,0.10756972111553785,0.2103174603174603,0.6038258075714111,0.6836205720901489,0.6412503719329834,BERTScore-deberta-xlarge-mnli
170,0.349740932642487,0.06753246753246754,0.14507772020725387,0.5426241755485535,0.6035430431365967,0.5714646577835083,BERTScore-deberta-xlarge-mnli
171,0.3538767395626243,0.11177644710578842,0.20278330019880716,0.5830212235450745,0.6561910510063171,0.6174459457397461,BERTScore-deberta-xlarge-mnli
172,0.3074484944532488,0.08267090620031797,0.14263074484944532,0.5615636110305786,0.6784012913703918,0.614477813243866,BERTScore-deberta-xlarge-mnli
173,0.308,0.08835341365461846,0.13999999999999999,0.5613202452659607,0.6016228199005127,0.5807731747627258,BERTScore-deberta-xlarge-mnli
174,0.4285714285714286,0.13450292397660818,0.1865889212827988,0.6124181747436523,0.6756260395050049,0.642471194267273,BERTScore-deberta-xlarge-mnli
175,0.39058171745152354,0.06944444444444443,0.17451523545706374,0.579103410243988,0.5864420533180237,0.5827496647834778,BERTScore-deberta-xlarge-mnli
176,0.3434343434343434,0.08108108108108109,0.14814814814814814,0.5894129276275635,0.6624560952186584,0.6238036155700684,BERTScore-deberta-xlarge-mnli
177,0.4096,0.09630818619582665,0.1472,0.6285158395767212,0.6769198775291443,0.6518204808235168,BERTScore-deberta-xlarge-mnli
178,0.5806451612903227,0.3117408906882591,0.36693548387096775,0.7138707041740417,0.7100953459739685,0.7119780778884888,BERTScore-deberta-xlarge-mnli
179,0.2713178294573643,0.07782101167315175,0.15891472868217052,0.5506875514984131,0.583686113357544,0.5667068958282471,BERTScore-deberta-xlarge-mnli
180,0.3723076923076923,0.07407407407407408,0.16615384615384615,0.5376889705657959,0.597025454044342,0.5658057928085327,BERTScore-deberta-xlarge-mnli
181,0.3382113821138211,0.1305057096247961,0.15609756097560976,0.5836466550827026,0.6651405692100525,0.6217345595359802,BERTScore-deberta-xlarge-mnli
182,0.5628517823639776,0.22222222222222224,0.2551594746716698,0.674697756767273,0.6696652173995972,0.6721720695495605,BERTScore-deberta-xlarge-mnli
183,0.4448,0.14125200642054572,0.20159999999999997,0.6339119672775269,0.6386977434158325,0.6362958550453186,BERTScore-deberta-xlarge-mnli
184,0.41715976331360943,0.12462908011869436,0.1863905325443787,0.5905601978302002,0.6752744913101196,0.6300826668739319,BERTScore-deberta-xlarge-mnli
185,0.17834394904458598,0.012903225806451611,0.12738853503184713,0.5959945917129517,0.5468040704727173,0.570340633392334,BERTScore-deberta-xlarge-mnli
