config_name,rouge1_mean,rouge1_median,rouge1_std,rouge1_min,rouge1_max,rouge2_mean,rouge2_median,rouge2_std,rouge2_min,rouge2_max,rougel_mean,rougel_median,rougel_std,rougel_min,rougel_max,bertscore_precision_mean,bertscore_precision_median,bertscore_precision_std,bertscore_precision_min,bertscore_precision_max,bertscore_recall_mean,bertscore_recall_median,bertscore_recall_std,bertscore_recall_min,bertscore_recall_max,bertscore_f1_mean,bertscore_f1_median,bertscore_f1_std,bertscore_f1_min,bertscore_f1_max,method
full_revisions_2,0.38391207504689445,0.38849694670614354,0.07859208721468532,0.15953307392996108,0.5911949685534592,0.11983975474957541,0.11072058376406202,0.05130827654902495,0.0,0.32973805855161786,0.17739777729305234,0.17102892628171057,0.042062857464030025,0.08050847457627118,0.4055299539170507,0.5840957387982602,0.5848934054374695,0.04993086218051777,0.43306148052215576,0.7138707041740417,0.6392649595876295,0.6422601342201233,0.04837018613236483,0.4627848267555237,0.7870696783065796,0.6098855793715481,0.6108665466308594,0.04596630336901546,0.472855806350708,0.7349010705947876,BERTScore-deberta-xlarge-mnli
