config_name,bartscore_sum2doc_mean,bartscore_sum2doc_median,bartscore_sum2doc_std,bartscore_sum2doc_min,bartscore_sum2doc_max,bartscore_doc2sum_mean,bartscore_doc2sum_median,bartscore_doc2sum_std,bartscore_doc2sum_min,bartscore_doc2sum_max
base,-4.038492102699586,-4.071588039398193,0.3829110388753003,-5.106406211853027,-2.008727788925171,-3.470397673218126,-3.543311595916748,0.4282689627697864,-5.260766506195068,-1.8599117994308472
